timestamp,road_id,intersection_id,vehicle_count,average_speed,road_occupancy,traffic_density,rainfall,temperature,weather_condition,accident,construction,road_closure,event,signal_failure,day_of_week,hour,congestion_risk,congestion
2026-08-01 00:15:00,ORR-10,J17,647,49.5,27.7,30.0,0.0,31.7,Clear,0,0,0,0,0,5,0,20,0
2026-08-01 00:15:00,ORR-11,J02,552,51.0,24.1,25.6,0.0,22.4,Clear,0,0,0,0,0,5,0,17,0
2026-08-01 00:15:00,ORR-12,J03,632,49.7,26.3,29.3,0.0,23.3,Clear,0,0,0,0,0,5,0,20,0
2026-08-01 00:15:00,CBD-01,J13,447,34.1,29.0,31.0,0.0,30.1,Clear,0,0,0,0,0,5,0,23,0
2026-08-01 00:15:00,CBD-02,J19,471,33.6,27.8,32.7,0.0,26.0,Clear,0,0,0,0,0,5,0,24,0
2026-08-01 00:15:00,CBD-03,J06,361,36.2,21.4,25.1,0.0,27.9,Clear,0,0,0,0,0,5,0,19,0
2026-08-01 00:15:00,CBD-04,J05,438,22.5,31.5,30.4,9.5,26.8,Rainy,0,0,0,0,0,5,0,48,0
2026-08-01 00:15:00,CBD-05,J08,420,34.8,29.0,29.2,0.0,32.1,Clear,0,1,0,0,0,5,0,22,0
2026-08-01 00:15:00,CBD-06,J14,371,36.0,22.3,25.8,0.0,29.0,Clear,0,0,0,0,0,5,0,19,0
2026-08-01 00:15:00,CBD-07,J12,430,34.5,30.2,29.9,0.0,30.2,Clear,0,0,0,0,0,5,0,22,0
2026-08-01 00:15:00,CBD-08,J17,444,20.7,26.5,30.8,34.8,26.9,Rainy,0,1,0,0,0,5,0,50,0
2026-08-01 00:15:00,CBD-09,J11,399,35.3,28.4,27.7,0.0,24.4,Clear,0,0,0,0,0,5,0,21,0
2026-08-01 00:15:00,CBD-10,J18,383,35.7,27.4,26.6,0.0,27.3,Clear,0,0,0,0,0,5,0,20,0
2026-08-01 00:15:00,METRO-01,J02,372,36.0,26.0,25.8,0.0,32.9,Clear,0,0,0,0,0,5,0,19,0
2026-08-01 00:15:00,METRO-02,J01,358,36.3,24.0,24.9,0.0,32.7,Clear,0,0,0,0,0,5,0,18,0
2026-08-01 00:15:00,METRO-03,J10,417,34.9,27.8,29.0,0.0,31.1,Clear,0,0,0,0,0,5,0,22,0
2026-08-01 00:15:00,METRO-04,J15,458,33.9,33.1,31.8,0.0,31.3,Clear,0,0,0,0,0,5,0,24,0
2026-08-01 00:15:00,METRO-05,J08,431,34.5,25.5,29.9,0.0,26.8,Clear,0,0,0,0,0,5,0,22,0
2026-08-01 00:15:00,METRO-06,J11,407,20.6,28.2,28.3,27.6,30.4,Rainy,0,0,0,0,0,5,0,49,0
2026-08-01 00:15:00,METRO-07,J11,544,8.0,36.6,37.8,0.0,23.4,Clear,1,0,0,0,0,5,0,69,1
2026-08-01 00:15:00,METRO-08,J09,470,33.6,30.7,32.6,0.0,24.5,Clear,0,0,0,0,0,5,0,24,0
2026-08-01 00:15:00,METRO-09,J02,393,25.5,27.5,27.3,28.5,22.4,Rainy,0,0,0,0,0,5,0,44,0
2026-08-01 00:30:00,NH16-01,J18,465,51.8,20.8,21.5,0.0,24.1,Clear,0,0,0,0,1,5,0,20,0
2026-08-01 00:30:00,NH16-02,J19,404,63.5,18.8,18.7,0.0,32.8,Clear,0,0,0,0,0,5,0,12,0
2026-08-01 00:30:00,NH16-03,J15,406,63.4,18.8,18.8,0.0,28.4,Clear,0,0,0,0,0,5,0,12,0
2026-08-01 00:30:00,NH16-04,J10,399,63.5,16.5,18.5,0.0,29.7,Clear,0,0,0,0,0,5,0,12,0
2026-08-01 00:30:00,NH16-05,J08,496,62.0,23.5,23.0,0.0,31.6,Clear,0,0,0,0,0,5,0,14,0
2026-08-01 00:30:00,NH16-06,J11,514,47.5,20.8,23.8,42.8,23.7,Rainy,0,0,0,0,0,5,0,38,0
2026-08-01 00:30:00,NH16-07,J18,452,51.6,20.1,20.9,37.7,26.1,Rainy,0,0,0,0,0,5,0,34,0
2026-08-01 00:30:00,NH16-08,J12,421,63.2,18.5,19.5,0.0,33.7,Clear,0,0,0,1,0,5,0,12,0
2026-08-01 00:30:00,NH16-09,J17,469,62.4,19.2,21.7,0.0,28.5,Clear,0,0,0,0,0,5,0,14,0
2026-08-01 00:30:00,NH16-10,J05,511,61.7,21.1,23.7,0.0,33.0,Clear,0,0,0,0,0,5,0,15,0
2026-08-01 00:30:00,ORR-01,J10,475,52.3,22.4,22.0,0.0,25.2,Clear,0,0,0,0,0,5,0,15,0
2026-08-01 00:30:00,ORR-02,J14,436,52.9,18.6,20.2,0.0,24.0,Clear,0,0,0,0,0,5,0,13,0
2026-08-01 00:30:00,ORR-03,J17,433,53.0,19.2,20.0,0.0,29.3,Clear,0,0,0,0,0,5,0,13,0
2026-08-01 00:30:00,ORR-04,J19,406,53.4,18.7,18.8,0.0,22.6,Clear,0,0,0,0,0,5,0,12,0
2026-08-01 00:30:00,ORR-05,J11,410,53.4,17.3,19.0,0.0,27.5,Clear,0,0,0,1,0,5,0,12,0
2026-08-01 00:30:00,ORR-06,J17,508,51.8,23.1,23.5,0.0,33.4,Clear,0,0,0,0,0,5,0,16,0
2026-08-01 00:30:00,ORR-07,J16,494,25.2,23.7,22.9,0.0,25.0,Clear,0,0,1,0,0,5,0,33,0
2026-08-01 00:30:00,ORR-08,J07,516,51.6,24.4,23.9,0.0,30.4,Clear,0,0,0,0,0,5,0,16,0
2026-08-01 00:30:00,ORR-09,J18,469,52.4,20.4,21.7,0.0,29.7,Clear,0,0,0,0,0,5,0,14,0
2026-08-01 00:30:00,ORR-10,J12,518,51.6,22.4,24.0,0.0,31.6,Clear,0,0,0,0,0,5,0,16,0
2026-08-01 00:30:00,ORR-11,J03,502,40.5,21.6,23.2,5.9,32.5,Rainy,0,0,0,1,0,5,0,38,0
2026-08-01 00:30:00,ORR-12,J16,445,42.7,18.7,20.6,44.4,31.2,Rainy,0,0,0,0,0,5,0,35,0
2026-08-01 00:30:00,CBD-01,J05,457,13.0,31.9,31.7,0.0,22.2,Clear,1,0,0,0,0,5,0,62,0
2026-08-01 00:30:00,CBD-02,J06,341,22.9,21.2,23.7,40.4,29.2,Rainy,0,1,0,0,0,5,0,45,0
2026-08-01 00:30:00,CBD-03,J14,354,36.4,25.3,24.6,0.0,24.1,Clear,0,0,0,0,0,5,0,18,0
2026-08-01 00:30:00,CBD-04,J03,307,37.5,20.8,21.3,0.0,28.3,Clear,0,0,0,1,0,5,0,16,0
2026-08-01 00:30:00,CBD-05,J15,267,38.5,18.9,18.5,0.0,32.7,Clear,0,0,0,0,0,5,0,14,0
2026-08-01 00:30:00,CBD-06,J10,331,37.0,21.8,23.0,0.0,29.9,Clear,0,0,0,0,0,5,0,17,0
2026-08-01 00:30:00,CBD-07,J06,412,8.0,28.1,28.6,9.4,32.7,Rainy,1,0,0,0,0,5,0,80,1
2026-08-01 00:30:00,CBD-08,J01,327,23.8,22.1,22.7,36.9,29.9,Rainy,0,0,0,0,0,5,0,44,0
2026-08-01 00:30:00,CBD-09,J07,263,25.3,17.6,18.3,43.5,27.6,Rainy,0,0,0,0,0,5,0,40,0
2026-08-01 00:30:00,CBD-10,J12,314,37.4,21.9,21.8,0.0,25.4,Clear,0,1,0,0,0,5,0,16,0
2026-08-01 00:30:00,METRO-01,J06,337,36.8,20.7,23.4,0.0,22.2,Clear,0,0,0,0,0,5,0,17,0
2026-08-01 00:30:00,METRO-02,J04,268,38.5,19.1,18.6,0.0,25.6,Clear,0,0,0,0,0,5,0,14,0
2026-08-01 00:30:00,METRO-03,J15,335,25.7,23.0,23.3,35.0,23.6,Rainy,0,0,0,0,0,5,0,42,0
2026-08-01 00:30:00,METRO-04,J14,342,36.7,23.9,23.8,0.0,33.3,Clear,0,0,0,0,0,5,0,18,0
2026-08-01 00:30:00,METRO-05,J20,323,37.2,20.8,22.4,0.0,25.3,Clear,0,0,0,0,0,5,0,17,0
2026-08-01 00:30:00,METRO-06,J05,344,21.9,22.6,23.9,21.4,32.7,Rainy,0,0,0,0,0,5,0,46,0
2026-08-01 00:30:00,METRO-07,J14,291,37.9,20.9,20.2,0.0,23.1,Clear,0,0,0,0,0,5,0,15,0
2026-08-01 00:30:00,METRO-08,J03,284,38.1,17.4,19.7,0.0,27.5,Clear,0,0,0,0,0,5,0,14,0
2026-08-01 00:30:00,METRO-09,J02,319,37.2,20.2,22.2,0.0,25.7,Clear,0,0,0,0,0,5,0,16,0
2026-08-01 00:45:00,NH16-01,J01,689,48.4,28.5,31.9,41.3,30.7,Rainy,0,0,0,0,0,5,0,41,0
2026-08-01 00:45:00,NH16-02,J08,672,59.1,27.3,31.1,0.0,25.9,Clear,0,0,0,0,0,5,0,20,0
2026-08-01 00:45:00,NH16-03,J07,776,57.4,34.8,35.9,0.0,30.3,Clear,0,0,0,0,0,5,0,23,0
2026-08-01 00:45:00,NH16-04,J09,759,57.7,30.4,35.1,0.0,28.5,Clear,0,0,0,0,0,5,0,22,0
2026-08-01 00:45:00,NH16-05,J20,740,58.0,33.2,34.3,0.0,29.2,Clear,0,0,0,0,0,5,0,22,0
2026-08-01 00:45:00,NH16-06,J12,726,58.2,31.9,33.6,0.0,32.5,Clear,0,1,0,0,0,5,0,21,0
2026-08-01 00:45:00,NH16-07,J18,635,59.7,27.5,29.4,0.0,29.8,Clear,0,0,0,0,0,5,0,19,0
2026-08-01 00:45:00,NH16-08,J15,666,59.2,32.3,30.8,0.0,27.6,Clear,0,0,0,0,0,5,0,20,0
2026-08-01 00:45:00,NH16-09,J18,647,45.1,29.1,30.0,28.1,27.3,Rainy,0,0,0,0,0,5,0,42,0
2026-08-01 00:45:00,NH16-10,J12,721,58.3,30.9,33.4,0.0,27.6,Clear,0,0,0,0,0,5,0,21,0
2026-08-01 00:45:00,ORR-01,J02,664,49.3,29.7,30.7,0.0,32.3,Clear,0,0,0,0,0,5,0,20,0
2026-08-01 00:45:00,ORR-02,J06,672,49.1,27.9,31.1,0.0,25.7,Clear,0,0,0,0,0,5,0,21,0
2026-08-01 00:45:00,ORR-03,J11,786,36.7,32.8,36.4,22.7,26.0,Rainy,0,0,0,0,0,5,0,46,0
2026-08-01 00:45:00,ORR-04,J11,632,49.7,25.6,29.3,0.0,30.0,Clear,0,0,0,0,0,5,0,20,0
2026-08-01 00:45:00,ORR-05,J18,611,37.3,27.4,28.3,9.9,24.8,Rainy,0,0,0,0,0,5,0,42,0
2026-08-01 00:45:00,ORR-06,J20,691,39.8,31.5,32.0,43.6,22.1,Rainy,0,0,0,0,0,5,0,42,0
2026-08-01 00:45:00,ORR-07,J13,638,49.7,30.8,29.5,0.0,33.3,Clear,0,0,0,0,0,5,0,20,0
2026-08-01 00:45:00,ORR-08,J15,708,48.5,28.1,32.8,0.0,32.1,Clear,0,0,0,0,0,5,0,22,0
2026-08-01 00:45:00,ORR-09,J08,662,49.3,27.0,30.6,0.0,33.0,Clear,0,0,0,0,0,5,0,20,0
2026-08-01 00:45:00,ORR-10,J06,941,15.5,43.7,43.6,0.0,32.4,Clear,1,0,0,0,0,5,0,69,1
2026-08-01 00:45:00,ORR-11,J19,590,50.4,25.0,27.3,0.0,31.1,Clear,0,0,0,0,0,5,0,18,0
2026-08-01 00:45:00,ORR-12,J12,592,50.4,26.5,27.4,0.0,28.8,Clear,0,0,0,0,0,5,0,18,0
2026-08-01 00:45:00,CBD-01,J08,396,35.4,25.3,27.5,0.0,29.4,Clear,0,0,0,0,0,5,0,20,0
2026-08-01 00:45:00,CBD-02,J12,492,33.0,32.6,34.2,0.0,28.3,Clear,0,0,0,0,0,5,0,26,0
2026-08-01 00:45:00,CBD-03,J11,441,34.3,26.6,30.6,0.0,29.8,Clear,0,0,0,0,0,5,0,23,0
2026-08-01 00:45:00,CBD-04,J04,492,33.0,30.9,34.2,0.0,25.4,Clear,0,0,0,0,0,5,0,26,0
2026-08-01 00:45:00,CBD-05,J04,503,32.8,31.0,34.9,0.0,28.3,Clear,0,0,0,0,0,5,0,26,0
2026-08-01 00:45:00,CBD-06,J04,481,33.3,31.8,33.4,0.0,23.0,Clear,0,0,0,0,0,5,0,25,0
2026-08-01 00:45:00,CBD-07,J09,428,34.6,27.0,29.7,0.0,29.8,Clear,0,0,0,0,0,5,0,22,0
2026-08-01 00:45:00,CBD-08,J19,513,20.8,33.6,35.6,31.9,31.7,Rainy,0,0,0,0,0,5,0,52,0
2026-08-01 00:45:00,CBD-09,J16,412,35.0,25.9,28.6,0.0,24.8,Clear,0,0,0,0,0,5,0,21,0
2026-08-01 00:45:00,CBD-10,J07,407,35.1,28.2,28.3,0.0,26.9,Clear,0,0,0,1,0,5,0,21,0
2026-08-01 00:45:00,METRO-01,J10,478,19.6,31.2,33.2,35.9,25.2,Rainy,0,0,0,0,0,5,0,52,0
2026-08-01 00:45:00,METRO-02,J05,419,34.8,25.0,29.1,0.0,29.7,Clear,0,0,0,0,0,5,0,22,0
2026-08-01 00:45:00,METRO-03,J12,417,34.9,28.7,29.0,0.0,28.7,Clear,0,0,0,0,0,5,0,22,0
2026-08-01 00:45:00,METRO-04,J16,446,34.1,27.1,31.0,0.0,27.1,Clear,0,0,0,1,0,5,0,23,0
2026-08-01 00:45:00,METRO-05,J19,405,35.2,28.1,28.1,0.0,33.9,Clear,0,0,0,0,0,5,0,21,0
2026-08-01 00:45:00,METRO-06,J01,445,34.2,28.4,30.9,0.0,28.1,Clear,0,0,0,0,0,5,0,23,0
2026-08-01 00:45:00,METRO-07,J09,472,33.5,31.6,32.8,0.0,31.9,Clear,0,0,0,0,0,5,0,24,0
2026-08-01 00:45:00,METRO-08,J20,504,32.8,35.3,35.0,0.0,33.2,Clear,0,0,0,0,0,5,0,26,0
2026-08-01 00:45:00,METRO-09,J20,522,32.3,34.9,36.2,0.0,25.9,Clear,0,0,0,0,0,5,0,27,0
2026-08-01 01:00:00,NH16-01,J01,566,52.6,22.6,26.2,24.5,29.3,Rainy,0,0,0,0,0,5,1,36,0
2026-08-01 01:00:00,NH16-02,J15,615,47.7,25.5,28.5,27.0,33.6,Rainy,0,0,0,0,0,5,1,40,0
2026-08-01 01:00:00,NH16-03,J19,554,61.0,24.0,25.6,0.0,28.8,Clear,0,0,0,0,0,5,1,16,0
2026-08-01 01:00:00,NH16-04,J09,678,59.0,31.8,31.4,0.0,23.5,Clear,0,0,0,0,0,5,1,20,0
2026-08-01 01:00:00,NH16-05,J07,617,60.0,26.3,28.6,0.0,24.1,Clear,0,0,0,0,0,5,1,18,0
2026-08-01 01:00:00,NH16-06,J14,604,60.2,27.6,28.0,0.0,26.6,Clear,0,0,0,0,0,5,1,18,0
2026-08-01 01:00:00,NH16-07,J07,567,60.8,23.7,26.2,0.0,25.9,Clear,0,0,0,0,0,5,1,17,0
2026-08-01 01:00:00,NH16-08,J11,585,60.5,25.1,27.1,0.0,32.1,Clear,0,0,0,0,0,5,1,17,0
2026-08-01 01:00:00,NH16-09,J20,515,47.2,21.6,23.8,20.7,33.5,Rainy,0,0,0,0,0,5,1,38,0
2026-08-01 01:00:00,NH16-10,J08,593,60.4,24.2,27.5,0.0,29.6,Clear,0,0,0,0,0,5,1,17,0
2026-08-01 01:00:00,ORR-01,J12,503,51.8,24.3,23.3,0.0,30.2,Clear,0,0,0,0,0,5,1,15,0
2026-08-01 01:00:00,ORR-02,J08,518,51.6,23.6,24.0,0.0,25.6,Clear,0,0,0,0,0,5,1,16,0
2026-08-01 01:00:00,ORR-03,J08,569,50.8,23.4,26.3,0.0,22.3,Clear,0,1,0,0,0,5,1,17,0
2026-08-01 01:00:00,ORR-04,J17,523,51.5,22.9,24.2,0.0,25.1,Clear,0,1,0,0,0,5,1,16,0
2026-08-01 01:00:00,ORR-05,J02,665,49.2,27.6,30.8,0.0,29.0,Clear,0,0,0,0,0,5,1,21,0
2026-08-01 01:00:00,ORR-06,J08,658,49.3,29.9,30.5,0.0,27.3,Clear,0,0,0,0,0,5,1,20,0
2026-08-01 01:00:00,ORR-07,J03,674,49.1,31.2,31.2,0.0,25.8,Clear,0,0,0,0,0,5,1,21,0
2026-08-01 01:00:00,ORR-08,J14,530,19.2,21.5,24.5,0.0,29.9,Clear,0,0,1,0,0,5,1,38,0
2026-08-01 01:00:00,ORR-09,J18,554,51.0,24.7,25.6,0.0,28.1,Clear,0,0,0,0,0,5,1,17,0
2026-08-01 01:00:00,ORR-10,J07,657,49.4,27.5,30.4,0.0,32.5,Clear,0,0,0,0,0,5,1,20,0
2026-08-01 01:00:00,ORR-11,J03,564,50.9,26.3,26.1,0.0,31.6,Clear,0,0,0,0,0,5,1,17,0
2026-08-01 01:00:00,ORR-12,J20,621,50.0,28.7,28.7,0.0,32.2,Clear,0,0,0,0,0,5,1,19,0
2026-08-01 01:00:00,CBD-01,J06,383,27.7,26.3,26.6,44.9,26.4,Rainy,0,0,0,0,0,5,1,42,0
2026-08-01 01:00:00,CBD-02,J06,346,36.6,21.5,24.0,0.0,24.2,Clear,0,0,0,0,0,5,1,18,0
2026-08-01 01:00:00,CBD-03,J20,343,36.7,20.5,23.8,0.0,29.2,Clear,0,0,0,0,0,5,1,18,0
2026-08-01 01:00:00,CBD-04,J13,421,34.8,26.2,29.2,0.0,33.8,Clear,0,0,0,0,0,5,1,22,0
2026-08-01 01:00:00,CBD-05,J20,392,35.5,24.1,27.2,0.0,31.6,Clear,0,0,0,0,0,5,1,20,0
2026-08-01 01:00:00,CBD-06,J15,373,35.9,22.2,25.9,0.0,32.1,Clear,0,0,0,0,0,5,1,19,0
2026-08-01 01:00:00,CBD-07,J17,361,36.2,23.2,25.1,0.0,29.0,Clear,0,0,0,0,0,5,1,19,0
2026-08-01 01:00:00,CBD-08,J05,441,34.3,30.8,30.6,0.0,27.2,Clear,0,0,0,0,0,5,1,23,0
2026-08-01 01:00:00,CBD-09,J04,342,36.7,20.5,23.8,0.0,23.9,Clear,0,0,0,0,0,5,1,18,0
2026-08-01 01:00:00,CBD-10,J07,342,36.7,22.6,23.8,0.0,32.9,Clear,0,0,0,0,0,5,1,18,0
2026-08-01 01:00:00,METRO-01,J11,336,36.8,22.9,23.3,0.0,32.9,Clear,0,0,0,0,0,5,1,17,0
2026-08-01 01:00:00,METRO-02,J20,449,34.1,27.4,31.2,0.0,32.6,Clear,0,0,0,0,0,5,1,23,0
2026-08-01 01:00:00,METRO-03,J05,468,8.0,29.3,32.5,0.0,27.6,Clear,1,0,0,0,0,5,1,67,1
2026-08-01 01:00:00,METRO-04,J01,344,36.6,22.5,23.9,0.0,23.4,Clear,0,0,0,0,0,5,1,18,0
2026-08-01 01:00:00,METRO-05,J01,422,34.7,26.6,29.3,0.0,23.7,Clear,0,0,0,0,0,5,1,22,0
2026-08-01 01:00:00,METRO-06,J15,353,36.4,22.4,24.5,0.0,31.7,Clear,0,0,0,0,0,5,1,18,0
2026-08-01 01:00:00,METRO-07,J14,400,35.3,27.8,27.8,0.0,22.2,Clear,0,0,0,0,0,5,1,21,0
2026-08-01 01:00:00,METRO-08,J17,411,35.0,28.9,28.5,0.0,22.8,Clear,0,0,0,0,0,5,1,21,0
2026-08-01 01:00:00,METRO-09,J18,367,36.1,23.3,25.5,0.0,27.3,Clear,0,0,0,0,0,5,1,19,0
2026-08-01 01:15:00,NH16-01,J15,623,50.9,30.1,28.8,26.3,23.9,Rainy,0,0,0,0,0,5,1,38,0
2026-08-01 01:15:00,NH16-02,J01,740,58.0,30.0,34.3,0.0,26.4,Clear,0,0,0,0,0,5,1,22,0
2026-08-01 01:15:00,NH16-03,J11,745,57.9,32.3,34.5,0.0,33.6,Clear,0,1,0,0,0,5,1,22,0
